Count,Name,Edition,Card Number,Language,Foil,PreRelease
2,Shambling Ghast,Adventures in the Forgotten Realms,119,English,,
1,Shambling Strider,Ice Age,151,English,,
1,"Shanna, Sisay's Legacy",Dominaria,204,English,,
2,Shanodin Dryads,Revised Edition,123,English,,
1,Shanodin Dryads,Fourth Edition,155,English,,
3,Shaper Apprentice,Ixalan,75,English,,
1,Shardless Agent,Mystery Booster,1484,English,,
1,Shark Typhoon,Ikoria: Lair of Behemoths,67,English,,
3,Shatter,Revised Edition,174,English,,
2,Shatter,Fourth Edition,237,English,,
4,Shatter,Rivals of Ixalan,114,English,,
1,Shattering Blow,Gatecrash,225,English,,
1,Shatterskull Recruit,Battle for Zendikar,155,English,,
1,"Shatterskull Smashing // Shatterskull, the Hammer Pass",Zendikar Rising,161,English,,
1,Shatterstorm,Revised Edition,175,English,,
3,Sheer Drop,Battle for Zendikar,48,English,,
1,Shell Shield,Zendikar Rising,79,English,,
2,Sheltering Boughs,Innistrad: Crimson Vow,218,English,,
1,Sheltering Light,Ixalan,35,English,,
1,Shepherd of Heroes,Zendikar Rising,38,English,,
2,Shield Mare,Core Set 2019,37,English,,
7,Shield of the Realm,Dominaria,228,English,,
1,Shield Wall,Chronicles,68,English,,
1,Shimian Night Stalker,Chronicles,8,English,,
4,Shimmer of Possibility,Ravnica Allegiance,51,English,,
1,Shimmerdrift Vale,Kaldheim,267,English,,
1,Shimmering Grotto,Iconic Masters,248,English,,
2,Shimmerscale Drake,Amonkhet,70,English,,
2,Shinechaser,Throne of Eldraine,201,English,,
2,Shineshadow Snarl,Strixhaven: School of Mages,272,English,,
4,Shining Aerosaur,Ixalan,36,English,,
1,Shining Armor,Throne of Eldraine,29,English,,
1,Shipwreck Dowser,Core Set 2021,71,English,,
4,Shipwreck Looter,Ixalan,76,English,,
1,Shipwreck Moray,Aether Revolt,45,English,,
1,Shipwreck Sifters,Innistrad: Midnight Hunt,74,English,,
1,Shipwreck Singer,Mystery Booster,1485,English,,
4,Shivan Fire,Dominaria,142,English,,
1,Shoal Kraken,Theros Beyond Death,65,English,,
1,Shock,Strixhaven Mystical Archive,44,English,,
2,Shock,Magic 2014 Core Set,155,English,,
4,Shock,Core Set 2019,156,English,,
2,Shock,Core Set 2020,160,English,,
2,Shock,Core Set 2021,159,English,,
4,Shore Keeper,Ixalan,77,English,,
4,Short Sword,Dominaria,229,English,,
1,Short Sword,Core Set 2021,236,English,,
3,Shortcut Seeker,Adventures in the Forgotten Realms,73,English,,
3,Shoulder to Shoulder,Oath of the Gatewatch,34,English,,
1,Show of Confidence,Strixhaven: School of Mages,28,English,,
1,Show of Valor,Magic 2014 Core Set,33,English,,
2,Shredded Sails,Ikoria: Lair of Behemoths,136,English,,
1,Shredding Winds,Theros,178,English,,
1,Shriekdiver,War of the Spark,103,English,,
1,Shriekgeist,Iconic Masters,72,English,,
1,Shrine of Limitless Power,New Phyrexia,154,English,,
1,Shrink,Homelands,70,English,,
4,Shrink,Homelands,71,English,,
2,Shrivel,Magic 2014 Core Set,116,English,,
1,Sidewinder Naga,Hour of Devastation,134,English,,
1,Siege Mastodon,Magic 2014 Core Set,34,English,,
2,Siege Wurm,Guilds of Ravnica,144,English,,
1,Siege Zombie,Innistrad: Midnight Hunt,121,English,,
3,Siege-Gang Commander,Dominaria,143,English,,
3,Sift,Masters 25,73,English,,
1,"Sigarda, Champion of Light",Innistrad: Midnight Hunt,240,English,,
2,Sigarda's Imprisonment,Innistrad: Crimson Vow,35,English,,
3,Sight Beyond Sight,Dragons of Tarkir,75,English,,
1,Sigiled Sword of Valeron,Core Set 2019,244,English,,
1,Signpost Scarecrow,Throne of Eldraine,231,English,,
1,Silent Dart,Guilds of Ravnica,241,English,,
2,Silent Dart,Core Set 2021,237,English,,
1,Silent Departure,Eternal Masters,72,English,,
1,Silent Observer,Mystery Booster,489,English,,
1,Silent Skimmer,Battle for Zendikar,96,English,,
1,Silhana Wayfinder,Ravnica Allegiance,141,English,,
1,Silumgar Butcher,Mystery Booster,773,English,,
1,Silundi Vision // Silundi Isle,Zendikar Rising,80,English,,
2,Silver Bolt,Innistrad: Midnight Hunt,258,English,,
1,Silver Erne,Ice Age,98,English,,
1,Silver Raven,Adventures in the Forgotten Realms,74,English,,
2,Silverback Shaman,Core Set 2020,195,English,,
2,Silverflame Ritual,Throne of Eldraine,30,English,,
1,Silverflame Ritual,Throne of Eldraine,30,English,true,
1,Silverflame Squire // On Alert,Throne of Eldraine,31,English,,
2,Silverquill Apprentice,Strixhaven: School of Mages,231,English,,
3,Silverquill Campus,Strixhaven: School of Mages,273,English,,
2,Silverquill Pledgemage,Strixhaven: School of Mages,233,English,,
1,Simic Cluestone,Dragon's Maze,145,English,,
1,Simic Fluxmage,Gatecrash,49,English,,
1,Simic Guildgate,Commander 2019,275,English,,
1,Simic Guildgate,Dragon's Maze,156,English,,
4,Simic Guildgate,Ravnica Allegiance,257,English,,
4,Simic Guildgate,Ravnica Allegiance,258,English,,
4,Simic Locket,Ravnica Allegiance,240,English,,
2,Simulacrum,Revised Edition,38,English,,
1,Simulacrum,Fourth Edition,45,English,,
3,Sin Collector,Dragon's Maze,103,English,,
1,Single Combat,War of the Spark,30,English,,
1,Sinister Possession,Dragon's Maze,29,English,,
1,Sinister Sabotage,Guilds of Ravnica,54,English,,
2,"Siona, Captain of the Pyleas",Theros Beyond Death,226,English,,
1,Siphon Insight,Innistrad: Midnight Hunt,241,English,,
4,Siren Lookout,Ixalan,78,English,,
1,Siren's Call,Revised Edition,80,English,,
4,Siren's Ruse,Ixalan,80,English,,
1,Sisters of the Flame,The Dark,73,English,,
4,Sisters of the Flame,Fourth Edition,239,English,,
1,Sivitri Scarzam,Chronicles,119,English,,
2,Sizzling Barrage,Zendikar Rising,162,English,,
1,Skaab Wrangler,Innistrad: Midnight Hunt,75,English,,
2,Skalla Wolf,Core Set 2019,303,English,,
1,Skatewing Spy,Ravnica Allegiance,52,English,,
2,Skeleton,Extras: Masters 25,8,English,,
4,Skeleton Archer,Core Set 2019,118,English,,
1,Skeleton Archer,Core Set 2021,123,English,,
3,Skeletonize,Masters 25,149,English,,
2,Skemfar Elderhall,Kaldheim,268,English,,
4,Skewer the Critics,Ravnica Allegiance,115,English,,
2,Skilled Animator,Core Set 2019,73,English,,
2,Skirk Commando,Masters 25,150,English,,
4,Skirk Prospector,Dominaria,144,English,,
4,Skitter Eel,Ravnica Allegiance,53,English,,
3,Skittering Heartstopper,Ixalan,122,English,,
4,Skittering Surveyor,Dominaria,230,English,,
2,Skitterskin,Battle for Zendikar,97,English,,
2,Skizzik,Dominaria,145,English,,
1,Skola Grovedancer,Theros Beyond Death,202,English,,
1,Skophos Warleader,Theros Beyond Death,154,English,,
4,Skulduggery,Ixalan,123,English,,
1,Skull Prophet,Ikoria: Lair of Behemoths,206,English,,
2,Skull Raid,Kaldheim,111,English,,
1,Skull Skaab,Innistrad: Crimson Vow,248,English,,
2,Skullknocker Ogre,Throne of Eldraine,142,English,,
1,Skullport Merchant,Adventures in the Forgotten Realms,120,English,,
1,Skulltap,Scourge,73,English,,
4,Sky Skiff,Kaladesh,233,English,,
1,Sky Tether,Ravnica Allegiance,21,English,,
3,Sky Theater Strix,War of the Spark,67,English,,
4,Skyblade of the Legion,Ixalan,37,English,,
1,Skyblinder Staff,Gatecrash,238,English,,
1,Skyclave Apparition,Zendikar Rising,39,English,,
1,Skyclave Pick-Axe,Zendikar Rising,204,English,,
1,Skyclave Plunder,Zendikar Rising,81,English,,
1,Skyclave Sentinel,Zendikar Rising,253,English,,
1,Skygames,Gatecrash,51,English,,
1,Skyknight Legionnaire,Modern Masters 2017 Edition,184,English,,
1,Skyknight Legionnaire,Gatecrash,197,English,,
4,Skyknight Legionnaire,Guilds of Ravnica,198,English,,
2,Skyline Scout,Guilds of Ravnica,25,English,,
4,Skymarch Bloodletter,Ixalan,124,English,,
4,Skymarch Bloodletter,Core Set 2019,119,English,,
1,Skyrider Patrol,Core Set 2019,224,English,,
4,Skyscanner,Core Set 2019,245,English,,
2,Skyscanner,Core Set 2021,238,English,,
4,Skyswirl Harrier,Kaladesh,28,English,,
4,Slash of Talons,Ixalan,38,English,,
1,Slaughter-Priest of Mogis,Theros Beyond Death,227,English,,
1,Slaughterhorn,Gatecrash,134,English,,
2,Slayer's Cleaver,Eldritch Moon,198,English,,
3,Sleep,Core Set 2019,74,English,,
3,Sleep of the Dead,Theros Beyond Death,66,English,,
3,Sleep Paralysis,Core Set 2020,75,English,,
1,Sleeper Dart,Ikoria: Lair of Behemoths,240,English,,
1,Sleight of Mind,Fourth Edition,102,English,,
1,Slime Molding,Modern Masters 2017 Edition,137,English,,
2,Slimebind,Ravnica Allegiance,54,English,,
2,"Slinn Voda, the Rising Deep",Dominaria,66,English,,
1,Slippery Scoundrel,Rivals of Ixalan,55,English,,
1,Slither Blade,Amonkhet,71,English,,
2,Sliver Construct,Magic 2014 Core Set,218,English,,
1,"Slogurk, the Overslime",Innistrad: Midnight Hunt,242,English,,
2,Smash to Smithereens,Magic Origins,163,English,,
1,Smashing Success,Kaldheim,151,English,,
1,Smelt,Magic 2014 Core Set,156,English,,
4,Smelt,Core Set 2019,158,English,,
2,Smelt-Ward Ignus,Ravnica Allegiance,116,English,,
1,Smelt-Ward Minotaur,Guilds of Ravnica,116,English,,
1,Smite the Monstrous,Zendikar Rising,42,English,,
2,Smitten Swordmaster // Curry Favor,Throne of Eldraine,105,English,,
1,Smoke,Revised Edition,177,English,,
1,Smoke Teller,Khans of Tarkir,151,English,,
1,Smoldering Marsh,Battle for Zendikar,247,English,,
1,Smothering Tithe,Ravnica Allegiance,22,English,,
4,Snapping Drake,Core Set 2019,75,English,,
1,Snapping Gnarlid,Battle for Zendikar,190,English,,
1,Snare Tactician,Ikoria: Lair of Behemoths,30,English,,
1,Snarespinner,Core Set 2021,207,English,,
3,Snarling Wolf,Innistrad: Midnight Hunt,199,English,,
1,Snarling Wolf,Innistrad: Crimson Vow,219,English,,
1,Sneaking Guide,Zendikar Rising,164,English,,
1,Snow Day,Strixhaven: School of Mages,53,English,,
1,Snow Devil,Ice Age,100,English,,
1,Snow-Covered Forest,Kaldheim,284,English,true,
1,Snow-Covered Island,Kaldheim,278,English,,
2,Snow-Covered Island,Kaldheim,279,English,,
2,Snow-Covered Mountain,Kaldheim,282,English,,
1,Snow-Covered Mountain,Kaldheim,283,English,,
1,Snow-Covered Plains,Kaldheim,276,English,,
1,Snow-Covered Plains,Kaldheim,277,English,,
1,Snow-Covered Swamp,Kaldheim,281,English,,
1,Snowfield Sinkhole,Kaldheim,269,English,,
4,Snubhorn Sentry,Rivals of Ixalan,23,English,,
1,So Tiny,Throne of Eldraine,64,English,,
2,Sol Ring,Revised Edition,274,English,,
1,Sol'kanar the Swamp King,Chronicles,120,English,,
1,Soldier,Extras: Masters 25,3,English,,
4,Soldier,Extras: Dominaria,3,English,,
1,Solemn Offering,Magic 2014 Core Set,36,English,,
2,Solid Footing,Ikoria: Lair of Behemoths,31,English,,
1,Solitary Hunter,Shadows over Innistrad,229,English,,
1,Somberwald Stag,Eldritch Moon,169,English,,
1,Song of Creation,Ikoria: Lair of Behemoths,210,English,,
1,Song of Freyalise,Dominaria,179,English,,
1,Song-Mad Treachery // Song-Mad Ruins,Zendikar Rising,165,English,,
1,Songs of the Damned,Ice Age,48,English,,
4,Sonic Assault,Guilds of Ravnica,199,English,,
1,Sonorous Howlbonder,Ikoria: Lair of Behemoths,230,English,,
1,Soothsayer Adept,Strixhaven: School of Mages,55,English,,
3,Sorcerer of the Fang,Core Set 2020,114,English,,
1,Sorcerer's Broom,Mystery Booster,1634,English,,
2,Sorcerer's Broom,Throne of Eldraine,232,English,,
6,Sorcerer's Wand,Dominaria,231,English,,
1,Sorceress Queen,Fourth Edition,46,English,,
1,Sorin's Thirst,War of the Spark,104,English,,
1,Sorrow's Path,The Dark,116,English,,
1,Soul Burn,Ice Age,49,English,,
1,Soul Exchange,Fallen Empires,28,English,,
2,Soul Net,Revised Edition,275,English,,
4,Soul of the Rapids,Rivals of Ixalan,56,English,,
4,Soul Salvage,Dominaria,104,English,,
1,Soul Salvage,Core Set 2020,116,English,,
1,Soul Separator,Eldritch Moon,199,English,,
1,Soul Warden,Modern Masters 2017 Edition,24,English,,
2,Soul-Guide Gryff,Innistrad: Midnight Hunt,35,English,,
2,Soul-Guide Lantern,Theros Beyond Death,237,English,,
2,Soulbright Flamekin,Masters 25,151,English,,
2,Soulknife Spy,Adventures in the Forgotten Realms,75,English,,
2,Soulmender,Magic 2014 Core Set,37,English,,
1,Soulmender,Core Set 2020,37,English,true,
4,Soulmender,Core Set 2020,37,English,,
3,Soulreaper of Mogis,Theros Beyond Death,115,English,,
1,Soulstinger,Amonkhet,108,English,,
4,Sovereign's Bite,Core Set 2019,120,English,,
2,Spare Dagger,Adventures in the Forgotten Realms,250,English,,
1,Spare Supplies,Zendikar Rising,254,English,,
2,Spark Double,War of the Spark,68,English,,
2,Spark Harvest,War of the Spark,105,English,,
1,Spark Jolt,Theros,140,English,,
5,Spark Reaper,War of the Spark,106,English,,
4,Sparktongue Dragon,Core Set 2019,159,English,,
4,Sparring Construct,Dominaria,232,English,,
1,Spawnbinder Mage,Oath of the Gatewatch,35,English,,
1,Speaker of the Heavens,Core Set 2021,38,English,,
1,Speaker of the Heavens,Core Set 2021,38,English,true,
4,Spear Spewer,Ravnica Allegiance,117,English,,
1,Spearpoint Oread,Theros,141,English,,
1,Spectacle Mage,Strixhaven: School of Mages,235,English,,
1,Spectral Steel,Kaldheim,30,English,,
2,Spell Blast,Revised Edition,82,English,,
2,Spell Blast,Fourth Edition,103,English,,
1,Spell Pierce,Modern Masters 2017 Edition,51,English,,
4,Spell Pierce,Ixalan,81,English,,
1,Spell Satchel,Strixhaven: School of Mages,258,English,,
1,Spell Shrivel,Battle for Zendikar,66,English,,
1,Spell Suck,Unstable,45,English,,
2,Spelleater Wolverine,Ikoria: Lair of Behemoths,137,English,,
1,Spellgorger Weird,War of the Spark,145,English,,
3,Spellkeeper Weird,War of the Spark,69,English,,
2,Spellrune Painter // Spellrune Howler,Innistrad: Midnight Hunt,160,English,,
4,Spellweaver Eternal,Hour of Devastation,46,English,,
2,Sphinx of New Prahv,Ravnica Allegiance,208,English,,
2,Sphinx of the Guildpact,Ravnica Allegiance,241,English,,
4,Sphinx's Insight,Ravnica Allegiance,209,English,,
1,Spike Feeder,Mystery Booster Retail Edition Foils,82,English,true,
1,Spike Jester,Modern Masters 2017 Edition,188,English,,
3,Spike-Tailed Ceratops,Ixalan,209,English,,
1,Spiked Pit Trap,Adventures in the Forgotten Realms,251,English,,
4,Spikewheel Acrobat,Ravnica Allegiance,118,English,,
4,Spinal Centipede,Guilds of Ravnica,86,English,,
1,Spined Karok,Strixhaven: School of Mages,143,English,,
1,Spined Megalodon,Core Set 2021,72,English,,
2,Spire Serpent,Mirrodin Besieged,32,English,,
4,Spire Winder,Rivals of Ixalan,57,English,,
3,Spireside Infiltrator,Kaladesh,133,English,,
1,Spirit,Extras: Masters 25,1,English,,
1,Spirit,Extras: Masters 25,4,English,,
1,Spirit of the Aldergard,Kaldheim,195,English,,
5,Spirit of the Spires,Ravnica Allegiance,23,English,,
1,Spirit Summoning,Strixhaven: School of Mages,236,English,,
1,Spit Flame,Core Set 2019,160,English,,
1,Spiteful Squad,Strixhaven: School of Mages,237,English,,
1,Spitfire Lagac,Zendikar Rising,167,English,,
1,Spitfire Lagac,Zendikar Rising,302,English,,
1,Spitting Slug,The Dark,51,English,,
1,Splatter Thug,Iconic Masters,146,English,,
1,Splendid Agony,Amonkhet,109,English,,
1,Splendor Mare,Ikoria: Lair of Behemoths,32,English,,
3,Spoils of Adventure,Zendikar Rising,237,English,,
3,Spontaneous Artist,Kaladesh,134,English,,
2,Spontaneous Flight,Ikoria: Lair of Behemoths,33,English,,
4,Spore Cloud,Fallen Empires,83,English,,
2,Spore Cloud,Fallen Empires,84,English,,
2,Spore Cloud,Fallen Empires,85,English,,
1,Spore Crawler,Innistrad: Crimson Vow,222,English,,
2,Spore Flower,Fallen Empires,86,English,,
3,Spore Swarm,Dominaria,180,English,,
1,Sporecrown Thallid,Dominaria,181,English,,
1,Sporemound,Magic 2014 Core Set,196,English,,
4,Spreading Rot,Ixalan,125,English,,
1,Spring // Mind,Amonkhet,219,English,,
1,Springjaw Trap,Ikoria: Lair of Behemoths,241,English,,
1,Springmane Cervin,Strixhaven: School of Mages,144,English,,
1,Sprouting Renewal,Guilds of Ravnica,145,English,,
3,Squad Captain,Core Set 2020,38,English,,
3,Squadron Hawk,Masters 25,34,English,,
1,Squash,Kaldheim,152,English,,
1,"Squee, the Immortal",Dominaria,146,English,,
1,Squire,The Dark,90,English,,
4,Squire's Devotion,Rivals of Ixalan,25,English,,
2,Squirrel Dealer,Unstable,123,English,,
1,Stalking Stones,Mystery Booster Retail Edition Foils,121,English,true,
1,Stalwart Aven,Iconic Masters,32,English,,
1,Stalwart Valkyrie,Kaldheim,31,English,,
4,Stampeding Horncrest,Rivals of Ixalan,116,English,,
1,Stangg,Chronicles,121,English,,
1,Stangg Twin,Extras: Masters 25,14,English,,
1,Star of Extinction,Mystery Booster,1068,English,,
3,Star Pupil,Strixhaven: School of Mages,30,English,,
1,Star-Crowned Stag,Mystery Booster,245,English,,
4,Star-Crowned Stag,Core Set 2019,38,English,,
1,Starfield Mystic,Core Set 2020,39,English,,
1,Starlit Mantle,Theros Beyond Death,67,English,,
1,Start from Scratch,Strixhaven: School of Mages,114,English,,
1,Startle,Innistrad: Midnight Hunt,78,English,,
3,Startling Development,Ikoria: Lair of Behemoths,68,English,,
1,Status // Statue,Guilds of Ravnica,230,English,,
1,Staunch Shieldmate,Core Set 2021,39,English,,
1,Steadfast Sentinel,Hour of Devastation,24,English,,
1,Steadfast Sentry,Core Set 2020,40,English,,
2,Steady Aim,War of the Spark,177,English,,
2,Steal Artifact,Revised Edition,84,English,,
2,Stealer of Secrets,Return to Ravnica,53,English,,
6,Stealth Mission,War of the Spark,70,English,,
2,Steam-Powered,Unstable,161,English,,
1,Steamflogger Service Rep,Unstable,124,English,,
1,Steamfloggery,Unstable,96,English,,
1,Steelclaw Lance,Throne of Eldraine,202,English,,
1,Steelgaze Griffin,Throne of Eldraine,65,English,,
4,Steeple Creeper,Ravnica Allegiance,142,English,,
1,Steeple Roc,Dragon's Maze,8,English,,
3,Steppe Glider,Oath of the Gatewatch,36,English,,
1,Stern Dismissal,Theros Beyond Death,68,English,,
1,Steward of Solidarity,Hour of Devastation,25,English,,
1,Stinging Lionfish,Theros Beyond Death,69,English,,
1,Stitched Assistant,Innistrad: Crimson Vow,81,English,,
4,Stitcher's Supplier,Core Set 2019,121,English,,
1,Stoic Builder,Mystery Booster,1342,English,,
1,Stone Calendar,The Dark,108,English,,
2,Stone Golem,Core Set 2020,240,English,,
1,Stone Haven Medic,Battle for Zendikar,51,English,,
4,Stone Quarry,Ixalan,289,English,,
2,Stone Rain,Revised Edition,179,English,,
3,Stone Rain,Fourth Edition,242,English,,
1,Stone Rain,Ice Age,217,English,,
1,Stonebound Mentor,Strixhaven: School of Mages,239,English,,
1,Stonecoil Serpent,Throne of Eldraine,235,English,,
1,Stonehands,Ice Age,219,English,,
1,Stonerise Spirit,Strixhaven: School of Mages,32,English,,
1,Stonework Packbeast,Zendikar Rising,255,English,,
4,Stony Strength,Ravnica Allegiance,143,English,,
1,Storm Crow,,,English,true,
4,Storm Fleet Pyromancer,Ixalan,163,English,,
1,Storm Fleet Sprinter,Rivals of Ixalan,172,English,,
1,Storm Fleet Swashbuckler,Rivals of Ixalan,117,English,,
4,Storm Sculptor,Ixalan,85,English,,
1,Storm Skreelix,Innistrad: Midnight Hunt,243,English,true,
4,Storm Strike,Ravnica Allegiance,119,English,,
1,Storm the Citadel,War of the Spark,178,English,,
1,Storm the Festival,Innistrad: Midnight Hunt,200,English,true,true
1,Storm the Festival,Innistrad: Midnight Hunt,200,English,,
1,Storm the Vault,Rivals of Ixalan,173,English,,
1,Stormchaser Drake,Innistrad: Crimson Vow,82,English,,
1,Stormrider Spirit,Innistrad: Midnight Hunt,79,English,,
1,Stormwild Capridor,Ikoria: Lair of Behemoths,34,English,,
2,Stormwing Entity,Core Set 2021,73,English,,
1,"Storrev, Devkarin Lich",War of the Spark,219,English,,
1,Strange Augmentation,Eldritch Moon,105,English,,
4,Strangling Spores,Core Set 2019,122,English,,
2,Strategic Planning,Strixhaven Mystical Archive,20,English,,
2,Strategic Planning,Hour of Devastation,47,English,,
2,Strategic Planning,Kaldheim,77,English,,
1,Stratus Walk,Born of the Gods,52,English,,
1,Stratus Walk,Magic Origins,77,English,,
2,Stream of Life,Revised Edition,124,English,,
4,Stream of Life,Fourth Edition,156,English,,
3,Streambed Aquitects,Duel Decks: Merfolk vs. Goblins,18,English,,
1,Street Riot,Guilds of Ravnica,117,English,,
3,Strength of Solidarity,Zendikar Rising,206,English,,
2,Strength of the Pack,Rivals of Ixalan,145,English,,
4,Strider Harness,Rivals of Ixalan,183,English,,
3,Striking Sliver,Magic 2014 Core Set,157,English,,
2,Striped Riverwinder,Hour of Devastation,48,English,,
1,Stromkirk Patrol,Conspiracy: Take the Crown,149,English,,
4,Stronghold Confessor,Dominaria,105,English,,
1,Struggle // Survive,Hour of Devastation,151,English,,
3,Struggle for Skemfar,Kaldheim,196,English,,
1,Student of Ojutai,Iconic Masters,33,English,,
1,Study Break,Strixhaven: School of Mages,34,English,,
2,Stuffed Bear,Innistrad: Midnight Hunt,259,English,,
1,Subjugator Angel,Eldritch Moon,45,English,,
2,Submerged Boneyard,Core Set 2019,257,English,,
2,Subterranean Scout,Magic Origins,164,English,,
3,Subtle Strike,Kaladesh,100,English,,
2,Sudden Breakthrough,Strixhaven: School of Mages,116,English,,
1,Sudden Insight,Adventures in the Forgotten Realms,77,English,,
4,Sudden Spinnerets,Ikoria: Lair of Behemoths,171,English,,
1,Suffocating Fumes,Ikoria: Lair of Behemoths,100,English,,
1,Sultai Emissary,Fate Reforged,85,English,,
2,Sumala Woodshaper,Guilds of Ravnica,200,English,,
4,Summary Judgment,Ravnica Allegiance,24,English,,
4,Sun Sentinel,Rivals of Ixalan,26,English,,
4,Sun-Collared Raptor,Rivals of Ixalan,118,English,,
4,Sun-Crested Pterodon,Rivals of Ixalan,27,English,,
3,Sun-Crowned Hunters,Ixalan,164,English,,
1,Sunblade Angel,War of the Spark,31,English,,
1,Suncleanser,Core Set 2019,39,English,,
1,Sundering Growth,Return to Ravnica,223,English,,
1,Sungold Barrage,Innistrad: Midnight Hunt,36,English,,
2,Sungrace Pegasus,Magic 2015 Core Set,38,English,,
2,Sunhome Stalwart,Guilds of Ravnica,26,English,,
1,Sunken City,The Dark,35,English,,
2,Sunken City,Fourth Edition,106,English,,
3,Sunmane Pegasus,Theros Beyond Death,38,English,,
4,Sunrise Seeker,Ixalan,40,English,,
2,Sunscourge Champion,Hour of Devastation,26,English,,
1,Sunset Pyramid,Hour of Devastation,166,English,,
4,Sunspire Gatekeepers,Dragon's Maze,9,English,,
1,Sunspire Griffin,Return to Ravnica,25,English,,
1,Super-Duper Death Ray,Unstable,97,English,,
1,Supernatural Rescue,Innistrad: Crimson Vow,37,English,,
2,Supernatural Stamina,Masters 25,109,English,,
2,Supernatural Stamina,Amonkhet,111,English,,
1,Supreme Will,Hour of Devastation,49,English,,
2,Sure Strike,Battle for Zendikar,157,English,,
4,Sure Strike,Ixalan,166,English,,
4,Sure Strike,Core Set 2019,161,English,,
3,Sure Strike,Guilds of Ravnica,118,English,,
2,Sure Strike,Core Set 2021,163,English,,
1,Sure Strike,Innistrad: Crimson Vow,179,English,,
3,Surge Mare,Core Set 2019,77,English,,
1,Surge Mare,Core Set 2019,77,English,true,
1,Surreal Memoir,Iconic Masters,148,English,,
1,Survivors' Bond,Ikoria: Lair of Behemoths,172,English,,
1,Survivors' Encampment,Hour of Devastation,184,English,,
1,Suspicious Bookcase,Core Set 2019,246,English,,
1,Suspicious Nanny,Unstable,47,English,,
2,Sustainer of the Realm,Iconic Masters,35,English,,
2,"Svella, Ice Shaper",Kaldheim,230,English,,
1,Svyelunite Priest,Fallen Empires,53,English,,
3,Svyelunite Temple,Fallen Empires,187,English,,
4,Swab Goblin,Rivals of Ixalan,203,English,,
4,Swaggering Corsair,Rivals of Ixalan,119,English,,
1,Swamp,Unstable,214,English,,
1,Swamp,Unlimited Edition,295,English,,
4,Swamp,Revised Edition,299,English,,
4,Swamp,Revised Edition,300,English,,
4,Swamp,Revised Edition,301,English,,
1,Swamp,Fourth Edition,190,English,,
1,Swamp,Fourth Edition,191,English,,
1,Swamp,Avacyn Restored,236,English,,
1,Swamp,Avacyn Restored,237,English,,
1,Swamp,Return to Ravnica,260,English,,
1,Swamp,Return to Ravnica,261,English,,
1,Swamp,Return to Ravnica,262,English,,
1,Swamp,Return to Ravnica,264,English,,
1,Swamp,Magic 2014 Core Set,238,English,,
2,Swamp,Magic 2014 Core Set,239,English,,
3,Swamp,Magic 2014 Core Set,240,English,,
3,Swamp,Magic 2014 Core Set,241,English,,
1,Swamp,Magic 2015 Core Set,261,English,,
1,Swamp,Magic Origins,261,English,,
1,Swamp,Magic Origins,262,English,,
3,Swamp,Battle for Zendikar,261,English,,
4,Swamp,Kaladesh,256,English,,
4,Swamp,Kaladesh,257,English,,
4,Swamp,Kaladesh,258,English,,
1,Swamp,Amonkhet,252,English,,
3,Swamp,Amonkhet,261,English,,
3,Swamp,Amonkhet,262,English,,
3,Swamp,Amonkhet,263,English,,
4,Swamp,Hour of Devastation,194,English,,
4,Swamp,Hour of Devastation,195,English,,
4,Swamp,Ixalan,268,English,,
4,Swamp,Ixalan,269,English,,
4,Swamp,Ixalan,270,English,,
4,Swamp,Ixalan,271,English,,
4,Swamp,Rivals of Ixalan,194,English,,
4,Swamp,Dominaria,258,English,,
4,Swamp,Dominaria,259,English,,
4,Swamp,Dominaria,260,English,,
4,Swamp,Dominaria,261,English,,
4,Swamp,Core Set 2019,269,English,,
4,Swamp,Core Set 2019,270,English,,
4,Swamp,Core Set 2019,271,English,,
4,Swamp,Core Set 2019,272,English,,
2,Swamp,War of the Spark,256,English,,
3,Swamp,War of the Spark,257,English,,
1,Swamp,War of the Spark,258,English,,
2,Swamp,Core Set 2020,269,English,,
1,Swamp,Core Set 2020,271,English,,
2,Swamp,Throne of Eldraine,258,English,,
3,Swamp,Throne of Eldraine,259,English,,
1,Swamp,Throne of Eldraine,260,English,,
1,Swamp,Throne of Eldraine,261,English,,
3,Swamp,Theros Beyond Death,252,English,,
1,Swamp,Adventures in the Forgotten Realms,273,English,,
1,Swamp,Innistrad: Midnight Hunt,272,English,,
1,Swamp,Innistrad: Crimson Vow,272,English,,
4,Swamp,Innistrad: Crimson Vow,273,English,,
3,Swarm Guildmage,Guilds of Ravnica,201,English,,
1,Swarm Intelligence,Hour of Devastation,50,English,,
4,Swashbuckling,Ixalan,167,English,,
2,Swathcutter Giant,Guilds of Ravnica,202,English,,
1,Sweatworks Brawler,Aether Revolt,100,English,,
2,Swift Justice,Return to Ravnica,26,English,,
1,Swift Kick,Khans of Tarkir,122,English,,
1,Swift Response,Core Set 2021,40,English,,
1,Swift Warden,Rivals of Ixalan,146,English,,
1,Swiftblade Vindicator,Guilds of Ravnica,203,English,,
1,Swiftwater Cliffs,Core Set 2020,252,English,,
1,Swiftwater Cliffs,Ikoria: Lair of Behemoths,255,English,,
2,Swiftwater Cliffs,Core Set 2021,251,English,,
1,Swirling Torrent,Ravnica Allegiance,56,English,,
1,Switcheroo,Core Set 2019,78,English,,
1,Swords to Plowshares,Revised Edition,225,English,,
1,Swords to Plowshares,Fourth Edition,302,English,,
